"","category","WGBS","RRBS","MBDBS","Term","GOterm_desc"
"89","GO:0034354",NA,0.00342365814545083,NA,"'de novo' NAD biosynthetic process from tryptophan","GO:0034354 'de novo' NAD biosynthetic process from tryptophan"
"90","GO:1901796",NA,0.00346274049463399,NA,"regulation of signal transduction by p53 class mediator","GO:1901796 regulation of signal transduction by p53 class mediator"
"91","GO:0000027",NA,0.0036417343645776,NA,"ribosomal large subunit assembly","GO:0000027 ribosomal large subunit assembly"
"92","GO:1902808",NA,0.00388166293545675,NA,"positive regulation of cell cycle G1/S phase transition","GO:1902808 positive regulation of cell cycle G1/S phase transition"
"93","GO:0006302",NA,0.00388610845056994,NA,"double-strand break repair","GO:0006302 double-strand break repair"
"94","GO:0051315",NA,0.00392323118151631,NA,"attachment of mitotic spindle microtubules to kinetochore","GO:0051315 attachment of mitotic spindle microtubules to kinetochore"
"95","GO:0006572",NA,0.00410815251965139,NA,"tyrosine catabolic process","GO:0006572 tyrosine catabolic process"
"96","GO:0006606",NA,0.00413781940036929,NA,"protein import into nucleus","GO:0006606 protein import into nucleus"
"97","GO:0006406",NA,0.0042691519185859,NA,"mRNA export from nucleus","GO:0006406 mRNA export from nucleus"
"98","GO:0019805",NA,0.00443117801061277,NA,"quinolinate biosynthetic process","GO:0019805 quinolinate biosynthetic process"
"99","GO:0007129",NA,0.0044595415911594,NA,"homologous chromosome pairing at meiosis","GO:0007129 homologous chromosome pairing at meiosis"
"100","GO:0000398",NA,0.00479565517101995,NA,"mRNA splicing, via spliceosome","GO:0000398 mRNA splicing, via spliceosome"
"101","GO:0015031",NA,0.004948065098124,NA,"protein transport","GO:0015031 protein transport"
"102","GO:0050975",NA,0.00510894234527854,NA,"sensory perception of touch","GO:0050975 sensory perception of touch"
"103","GO:0000460",NA,0.00518116294989965,NA,"maturation of 5.8S rRNA","GO:0000460 maturation of 5.8S rRNA"
"104","GO:0006879",NA,0.00523958362707691,NA,"cellular iron ion homeostasis","GO:0006879 cellular iron ion homeostasis"
"105","GO:0006413",NA,0.00536956362543371,NA,"translational initiation","GO:0006413 translational initiation"
"106","GO:0097284",NA,0.00547347923291535,NA,"hepatocyte apoptotic process","GO:0097284 hepatocyte apoptotic process"
"107","GO:0046832",NA,0.00561277613512156,NA,"negative regulation of RNA export from nucleus","GO:0046832 negative regulation of RNA export from nucleus"
"108","GO:0006281",NA,0.00586121073199309,NA,"DNA repair","GO:0006281 DNA repair"
"109","GO:0006635",NA,0.00595876759961811,NA,"fatty acid beta-oxidation","GO:0006635 fatty acid beta-oxidation"
"110","GO:0043085",NA,0.00599081278957688,NA,"positive regulation of catalytic activity","GO:0043085 positive regulation of catalytic activity"
"111","GO:0008089",NA,0.00611506888349023,NA,"anterograde axonal transport","GO:0008089 anterograde axonal transport"
"112","GO:0033119",NA,0.00636625677747802,NA,"negative regulation of RNA splicing","GO:0033119 negative regulation of RNA splicing"
"113","GO:0043420",NA,0.00658503534670357,NA,"anthranilate metabolic process","GO:0043420 anthranilate metabolic process"
"114","GO:0006289",NA,0.00673626621668766,NA,"nucleotide-excision repair","GO:0006289 nucleotide-excision repair"
"115","GO:0035590",NA,0.00699920750633072,NA,"purinergic nucleotide receptor signaling pathway","GO:0035590 purinergic nucleotide receptor signaling pathway"
"116","GO:1904141",NA,0.00699920750633072,NA,"positive regulation of microglial cell migration","GO:1904141 positive regulation of microglial cell migration"
"117","GO:0048853",NA,0.00705576460605806,NA,"forebrain morphogenesis","GO:0048853 forebrain morphogenesis"
"118","GO:0051345",NA,0.00708069050714461,NA,"positive regulation of hydrolase activity","GO:0051345 positive regulation of hydrolase activity"
"119","GO:2000785",NA,0.00733191764944265,NA,"regulation of autophagosome assembly","GO:2000785 regulation of autophagosome assembly"
"120","GO:0006349",NA,0.00737702465930514,NA,"regulation of gene expression by genetic imprinting","GO:0006349 regulation of gene expression by genetic imprinting"
"121","GO:0019673",NA,0.00760147966487786,NA,"GDP-mannose metabolic process","GO:0019673 GDP-mannose metabolic process"
"122","GO:0042351",NA,0.00760147966487786,NA,"'de novo' GDP-L-fucose biosynthetic process","GO:0042351 'de novo' GDP-L-fucose biosynthetic process"
"123","GO:0017196",NA,0.00772796220155685,NA,"N-terminal peptidyl-methionine acetylation","GO:0017196 N-terminal peptidyl-methionine acetylation"
"124","GO:0030833",NA,0.00780481365070822,NA,"regulation of actin filament polymerization","GO:0030833 regulation of actin filament polymerization"
"125","GO:0032000",NA,0.00815526714433141,NA,"positive regulation of fatty acid beta-oxidation","GO:0032000 positive regulation of fatty acid beta-oxidation"
"126","GO:0090152",NA,0.00868312781805422,NA,"establishment of protein localization to mitochondrial membrane involved in mitochondrial fission","GO:0090152 establishment of protein localization to mitochondrial membrane involved in mitochondrial fission"
"127","GO:0019693",NA,0.00885581711286617,NA,"ribose phosphate metabolic process","GO:0019693 ribose phosphate metabolic process"
"128","GO:0039536",NA,0.00888738940183068,NA,"negative regulation of RIG-I signaling pathway","GO:0039536 negative regulation of RIG-I signaling pathway"
"129","GO:0006048",NA,0.00905675902032036,NA,"UDP-N-acetylglucosamine biosynthetic process","GO:0006048 UDP-N-acetylglucosamine biosynthetic process"
"130","GO:0034405",NA,0.00914280455839572,NA,"response to fluid shear stress","GO:0034405 response to fluid shear stress"
"131","GO:0035616",NA,0.00916605617904784,NA,"histone H2B conserved C-terminal lysine deubiquitination","GO:0035616 histone H2B conserved C-terminal lysine deubiquitination"
"132","GO:0035520",NA,0.00917407069408543,NA,"monoubiquitinated protein deubiquitination","GO:0035520 monoubiquitinated protein deubiquitination"
"133","GO:0006099",NA,0.00952061215022684,NA,"tricarboxylic acid cycle","GO:0006099 tricarboxylic acid cycle"
"134","GO:0010125",NA,0.00972674129070902,NA,"mycothiol biosynthetic process","GO:0010125 mycothiol biosynthetic process"
"135","GO:0070536",NA,0.00978140043809372,NA,"protein K63-linked deubiquitination","GO:0070536 protein K63-linked deubiquitination"
"136","GO:0008589",NA,0.0100125011097059,NA,"regulation of smoothened signaling pathway","GO:0008589 regulation of smoothened signaling pathway"
"137","GO:0032786",NA,0.01009658609164,NA,"positive regulation of DNA-templated transcription, elongation","GO:0032786 positive regulation of DNA-templated transcription, elongation"
"138","GO:0044206",NA,0.010330423162733,NA,"UMP salvage","GO:0044206 UMP salvage"
"139","GO:0001913",NA,0.0104454559727943,NA,"T cell mediated cytotoxicity","GO:0001913 T cell mediated cytotoxicity"
"140","GO:0002119",NA,0.0105550988671024,NA,"nematode larval development","GO:0002119 nematode larval development"
"141","GO:0046855",NA,0.0105649935838629,NA,"inositol phosphate dephosphorylation","GO:0046855 inositol phosphate dephosphorylation"
"142","GO:1902531",NA,0.0106596442813463,NA,"regulation of intracellular signal transduction","GO:1902531 regulation of intracellular signal transduction"
"143","GO:0033687",NA,0.0107292670903673,NA,"osteoblast proliferation","GO:0033687 osteoblast proliferation"
"144","GO:0061975",NA,0.0107292670903673,NA,"articular cartilage development","GO:0061975 articular cartilage development"
"145","GO:0061386",NA,0.0107553224915057,NA,"closure of optic fissure","GO:0061386 closure of optic fissure"
"146","GO:0051225",NA,0.0110367028673608,NA,"spindle assembly","GO:0051225 spindle assembly"
"147","GO:0009166",NA,0.0111010318553524,NA,"nucleotide catabolic process","GO:0009166 nucleotide catabolic process"
"148","GO:0060236",NA,0.011104745193725,NA,"regulation of mitotic spindle organization","GO:0060236 regulation of mitotic spindle organization"
"149","GO:0099072",NA,0.0112278748635592,NA,"regulation of postsynaptic membrane neurotransmitter receptor levels","GO:0099072 regulation of postsynaptic membrane neurotransmitter receptor levels"
"150","GO:0006574",NA,0.0115590421920813,NA,"valine catabolic process","GO:0006574 valine catabolic process"
"151","GO:0031122",NA,0.0118969416439808,NA,"cytoplasmic microtubule organization","GO:0031122 cytoplasmic microtubule organization"
"152","GO:0036334",NA,0.0122387291699176,NA,"epidermal stem cell homeostasis","GO:0036334 epidermal stem cell homeostasis"
"153","GO:0048024",NA,0.0122687821979689,NA,"regulation of mRNA splicing, via spliceosome","GO:0048024 regulation of mRNA splicing, via spliceosome"
"154","GO:0006545",NA,0.0124261865038262,NA,"glycine biosynthetic process","GO:0006545 glycine biosynthetic process"
"155","GO:0051561",NA,0.0125953060675112,NA,"positive regulation of mitochondrial calcium ion concentration","GO:0051561 positive regulation of mitochondrial calcium ion concentration"
"156","GO:0032508",NA,0.0126718760264726,NA,"DNA duplex unwinding","GO:0032508 DNA duplex unwinding"
"157","GO:1990928",NA,0.0128424849337892,NA,"response to amino acid starvation","GO:1990928 response to amino acid starvation"
"158","GO:0038128",NA,0.0129477575164074,NA,"ERBB2 signaling pathway","GO:0038128 ERBB2 signaling pathway"
"159","GO:1902000",NA,0.0131263379556463,NA,"homogentisate catabolic process","GO:1902000 homogentisate catabolic process"
"160","GO:0018991",NA,0.0131504311789137,NA,"oviposition","GO:0018991 oviposition"
"161","GO:0006734",NA,0.0133880131346119,NA,"NADH metabolic process","GO:0006734 NADH metabolic process"
"162","GO:0016050",NA,0.0135320046888886,NA,"vesicle organization","GO:0016050 vesicle organization"
"163","GO:0032212",NA,0.0136552352743644,NA,"positive regulation of telomere maintenance via telomerase","GO:0032212 positive regulation of telomere maintenance via telomerase"
"164","GO:0042775",NA,0.0138920635632187,NA,"mitochondrial ATP synthesis coupled electron transport","GO:0042775 mitochondrial ATP synthesis coupled electron transport"
"165","GO:0055119",NA,0.0140264219205004,NA,"relaxation of cardiac muscle","GO:0055119 relaxation of cardiac muscle"
"166","GO:1903721",NA,0.0140591110263645,NA,"positive regulation of I-kappaB phosphorylation","GO:1903721 positive regulation of I-kappaB phosphorylation"
"167","GO:0055070",NA,0.0142221592821418,NA,"copper ion homeostasis","GO:0055070 copper ion homeostasis"
"168","GO:0006366",NA,0.0143569733249012,NA,"transcription by RNA polymerase II","GO:0006366 transcription by RNA polymerase II"
"169","GO:0090656",NA,0.0144560384859395,NA,"t-circle formation","GO:0090656 t-circle formation"
"170","GO:0000727",NA,0.0146609009927671,NA,"double-strand break repair via break-induced replication","GO:0000727 double-strand break repair via break-induced replication"
"171","GO:0006421",NA,0.0151591533772303,NA,"asparaginyl-tRNA aminoacylation","GO:0006421 asparaginyl-tRNA aminoacylation"
"172","GO:0006103",NA,0.0155165799517987,NA,"2-oxoglutarate metabolic process","GO:0006103 2-oxoglutarate metabolic process"
"173","GO:0045070",NA,0.0155251654393306,NA,"positive regulation of viral genome replication","GO:0045070 positive regulation of viral genome replication"
"174","GO:0018105",NA,0.0155305918192822,NA,"peptidyl-serine phosphorylation","GO:0018105 peptidyl-serine phosphorylation"
"175","GO:0032308",NA,0.0160800879869117,NA,"positive regulation of prostaglandin secretion","GO:0032308 positive regulation of prostaglandin secretion"
"176","GO:1904124",NA,0.0160800879869117,NA,"microglial cell migration","GO:1904124 microglial cell migration"
"177","GO:0032288",NA,0.0163006386123817,NA,"myelin assembly","GO:0032288 myelin assembly"
"178","GO:0006363",NA,0.0170463341642423,NA,"termination of RNA polymerase I transcription","GO:0006363 termination of RNA polymerase I transcription"
"179","GO:0070613",NA,0.0174335060684708,NA,"regulation of protein processing","GO:0070613 regulation of protein processing"
"180","GO:0044565",NA,0.0175402507846375,NA,"dendritic cell proliferation","GO:0044565 dendritic cell proliferation"
"181","GO:0032984",NA,0.0175813997492606,NA,"protein-containing complex disassembly","GO:0032984 protein-containing complex disassembly"
"182","GO:0070574",NA,0.0176499637332186,NA,"cadmium ion transmembrane transport","GO:0070574 cadmium ion transmembrane transport"
"183","GO:0070977",NA,0.0178489879253623,NA,"bone maturation","GO:0070977 bone maturation"
"184","GO:0032873",NA,0.0178629768226845,NA,"negative regulation of stress-activated MAPK cascade","GO:0032873 negative regulation of stress-activated MAPK cascade"
"185","GO:1900264",NA,0.017872749285833,NA,"positive regulation of DNA-directed DNA polymerase activity","GO:1900264 positive regulation of DNA-directed DNA polymerase activity"
"186","GO:0007569",NA,0.0182081781970045,NA,"cell aging","GO:0007569 cell aging"
"187","GO:2001234",NA,0.0182184711066525,NA,"negative regulation of apoptotic signaling pathway","GO:2001234 negative regulation of apoptotic signaling pathway"
"188","GO:0035457",NA,0.0184873721444518,NA,"cellular response to interferon-alpha","GO:0035457 cellular response to interferon-alpha"
"189","GO:0034587",NA,0.0185941472137081,NA,"piRNA metabolic process","GO:0034587 piRNA metabolic process"
"190","GO:1902108",NA,0.0186273147078823,NA,"regulation of mitochondrial membrane permeability involved in apoptotic process","GO:1902108 regulation of mitochondrial membrane permeability involved in apoptotic process"
"191","GO:0018107",NA,0.0187703245017096,NA,"peptidyl-threonine phosphorylation","GO:0018107 peptidyl-threonine phosphorylation"
"192","GO:0010070",NA,0.0190263832339853,NA,"zygote asymmetric cell division","GO:0010070 zygote asymmetric cell division"
"193","GO:0006435",NA,0.0191132382271572,NA,"threonyl-tRNA aminoacylation","GO:0006435 threonyl-tRNA aminoacylation"
"194","GO:0070189",NA,0.0191938279676483,NA,"kynurenine metabolic process","GO:0070189 kynurenine metabolic process"
"195","GO:1904851",NA,0.019278460563766,NA,"positive regulation of establishment of protein localization to telomere","GO:1904851 positive regulation of establishment of protein localization to telomere"
"196","GO:0001711",NA,0.0194653140406071,NA,"endodermal cell fate commitment","GO:0001711 endodermal cell fate commitment"
"197","GO:0000710",NA,0.0194901439419334,NA,"meiotic mismatch repair","GO:0000710 meiotic mismatch repair"
"198","GO:0043983",NA,0.0195258091199591,NA,"histone H4-K12 acetylation","GO:0043983 histone H4-K12 acetylation"
"199","GO:0040009",NA,0.0198074149717018,NA,"regulation of growth rate","GO:0040009 regulation of growth rate"
"200","GO:0098530",NA,0.0198074149717018,NA,"positive regulation of strand invasion","GO:0098530 positive regulation of strand invasion"
"201","GO:0009117",NA,0.0205342480629301,NA,"nucleotide metabolic process","GO:0009117 nucleotide metabolic process"
"202","GO:1904117",NA,0.0207063983767912,NA,"cellular response to vasopressin","GO:1904117 cellular response to vasopressin"
"203","GO:0006829",NA,0.0207720950303901,NA,"zinc ion transport","GO:0006829 zinc ion transport"
"204","GO:0050852",NA,0.020836023093836,0.0341177929500078,"T cell receptor signaling pathway","GO:0050852 T cell receptor signaling pathway"
"205","GO:0051091",NA,0.0210944472567265,NA,"positive regulation of DNA-binding transcription factor activity","GO:0051091 positive regulation of DNA-binding transcription factor activity"
"206","GO:0000470",NA,0.0211079934493212,NA,"maturation of LSU-rRNA","GO:0000470 maturation of LSU-rRNA"
"207","GO:0010835",NA,0.0215837473791087,NA,"regulation of protein ADP-ribosylation","GO:0010835 regulation of protein ADP-ribosylation"
"208","GO:0010216",NA,0.0217072406914429,NA,"maintenance of DNA methylation","GO:0010216 maintenance of DNA methylation"
"209","GO:0061308",NA,0.0220029495736034,NA,"cardiac neural crest cell development involved in heart development","GO:0061308 cardiac neural crest cell development involved in heart development"
"210","GO:0051092",NA,0.0220770720602581,NA,"positive regulation of NF-kappaB transcription factor activity","GO:0051092 positive regulation of NF-kappaB transcription factor activity"
"211","GO:0043123",NA,0.0221776069706273,NA,"positive regulation of I-kappaB kinase/NF-kappaB signaling","GO:0043123 positive regulation of I-kappaB kinase/NF-kappaB signaling"
"212","GO:0000244",NA,0.0222046634190872,NA,"spliceosomal tri-snRNP complex assembly","GO:0000244 spliceosomal tri-snRNP complex assembly"
"213","GO:1903929",NA,0.0222825078604962,NA,"primary palate development","GO:1903929 primary palate development"
"214","GO:0006110",NA,0.0225100542722275,NA,"regulation of glycolytic process","GO:0006110 regulation of glycolytic process"
"215","GO:0055071",NA,0.0226940033288998,NA,"manganese ion homeostasis","GO:0055071 manganese ion homeostasis"
"216","GO:0023052",NA,0.0230221763856891,NA,"signaling","GO:0023052 signaling"
"217","GO:0001302",NA,0.0230782016902776,NA,"replicative cell aging","GO:0001302 replicative cell aging"
"218","GO:0042126",NA,0.0232839514786256,NA,"nitrate metabolic process","GO:0042126 nitrate metabolic process"
"219","GO:0046124",NA,0.0238947640110104,NA,"purine deoxyribonucleoside catabolic process","GO:0046124 purine deoxyribonucleoside catabolic process"
"220","GO:0071539",NA,0.023907117944467,NA,"protein localization to centrosome","GO:0071539 protein localization to centrosome"
"221","GO:0007220",NA,0.0239626601060236,NA,"Notch receptor processing","GO:0007220 Notch receptor processing"
"222","GO:0070914",NA,0.0240584671657056,NA,"UV-damage excision repair","GO:0070914 UV-damage excision repair"
"223","GO:0046098",NA,0.0241719042784514,NA,"guanine metabolic process","GO:0046098 guanine metabolic process"
"224","GO:0032258",NA,0.0243281393913455,NA,"cytoplasm to vacuole transport by the Cvt pathway","GO:0032258 cytoplasm to vacuole transport by the Cvt pathway"
