"","category","WGBS","RRBS","MBDBS","Term","GOterm_desc"
"20","GO:0015136",NA,0.000970794287847421,NA,"sialic acid transmembrane transporter activity","GO:0015136 sialic acid transmembrane transporter activity"
"21","GO:0000400",NA,0.00110498979085034,NA,"four-way junction DNA binding","GO:0000400 four-way junction DNA binding"
"22","GO:0032405",NA,0.0013683781716576,NA,"MutLalpha complex binding","GO:0032405 MutLalpha complex binding"
"23","GO:0051880",NA,0.0015885895545108,NA,"G-quadruplex DNA binding","GO:0051880 G-quadruplex DNA binding"
"24","GO:0034511",NA,0.00195824538179269,NA,"U3 snoRNA binding","GO:0034511 U3 snoRNA binding"
"25","GO:0005381",NA,0.00249679876297078,NA,"iron ion transmembrane transporter activity","GO:0005381 iron ion transmembrane transporter activity"
"26","GO:0015538",NA,0.00265319954810996,NA,"sialic acid:proton symporter activity","GO:0015538 sialic acid:proton symporter activity"
"27","GO:0001103",NA,0.00295011417534188,NA,"RNA polymerase II repressing transcription factor binding","GO:0001103 RNA polymerase II repressing transcription factor binding"
"28","GO:0003712",NA,0.00302363462575398,NA,"transcription coregulator activity","GO:0003712 transcription coregulator activity"
"29","GO:0015297",NA,0.00327032677707887,NA,"antiporter activity","GO:0015297 antiporter activity"
"30","GO:0051287",NA,0.00357594017245301,NA,"NAD binding","GO:0051287 NAD binding"
"31","GO:0043139",NA,0.00381313585298934,0.044264819842689,"5'-3' DNA helicase activity","GO:0043139 5'-3' DNA helicase activity"
"32","GO:0003697",NA,0.00387882468374079,NA,"single-stranded DNA binding","GO:0003697 single-stranded DNA binding"
"33","GO:0051219",NA,0.0041839826340065,NA,"phosphoprotein binding","GO:0051219 phosphoprotein binding"
"34","GO:0000403",NA,0.00427592645874027,NA,"Y-form DNA binding","GO:0000403 Y-form DNA binding"
"35","GO:0000287",NA,0.00471776662608928,NA,"magnesium ion binding","GO:0000287 magnesium ion binding"
"36","GO:0004812",NA,0.00476617157094484,NA,"aminoacyl-tRNA ligase activity","GO:0004812 aminoacyl-tRNA ligase activity"
"37","GO:0005388",NA,0.0049531692456641,NA,"calcium transmembrane transporter activity, phosphorylative mechanism","GO:0005388 calcium transmembrane transporter activity, phosphorylative mechanism"
"38","GO:0001614",NA,0.00699920750633072,NA,"purinergic nucleotide receptor activity","GO:0001614 purinergic nucleotide receptor activity"
"39","GO:0004931",NA,0.00699920750633072,NA,"extracellularly ATP-gated cation channel activity","GO:0004931 extracellularly ATP-gated cation channel activity"
"40","GO:0003682",NA,0.00747206856515014,NA,"chromatin binding","GO:0003682 chromatin binding"
"41","GO:0008892",NA,0.00779925483915737,NA,"guanine deaminase activity","GO:0008892 guanine deaminase activity"
"42","GO:0004843",NA,0.00803291486526971,NA,"thiol-dependent ubiquitin-specific protease activity","GO:0004843 thiol-dependent ubiquitin-specific protease activity"
"43","GO:0030976",NA,0.00900785892817708,NA,"thiamine pyrophosphate binding","GO:0030976 thiamine pyrophosphate binding"
"44","GO:0003899",NA,0.00928357643845485,NA,"DNA-directed 5'-3' RNA polymerase activity","GO:0003899 DNA-directed 5'-3' RNA polymerase activity"
"45","GO:0000993",NA,0.00966133913420801,NA,"RNA polymerase II complex binding","GO:0000993 RNA polymerase II complex binding"
"46","GO:0008186",NA,0.0101621497289048,NA,"RNA-dependent ATPase activity","GO:0008186 RNA-dependent ATPase activity"
"47","GO:0008324",NA,0.0107455465765231,NA,"cation transmembrane transporter activity","GO:0008324 cation transmembrane transporter activity"
"48","GO:0005483",NA,0.0107712019797333,NA,"soluble NSF attachment protein activity","GO:0005483 soluble NSF attachment protein activity"
"49","GO:0016538",NA,0.0110413686514304,NA,"cyclin-dependent protein serine/threonine kinase regulator activity","GO:0016538 cyclin-dependent protein serine/threonine kinase regulator activity"
"50","GO:0003743",NA,0.0119384826400054,NA,"translation initiation factor activity","GO:0003743 translation initiation factor activity"
"51","GO:0004334",NA,0.0131263379556463,NA,"fumarylacetoacetase activity","GO:0004334 fumarylacetoacetase activity"
"52","GO:0008094",NA,0.0134675579508704,NA,"DNA-dependent ATPase activity","GO:0008094 DNA-dependent ATPase activity"
"53","GO:0102710",NA,0.0137340703174931,NA,"D-inositol-3-phosphate glycosyltransferase activity","GO:0102710 D-inositol-3-phosphate glycosyltransferase activity"
"54","GO:0003684",NA,0.0140767230468071,NA,"damaged DNA binding","GO:0003684 damaged DNA binding"
"55","GO:0015086",NA,0.0142441193974769,NA,"cadmium ion transmembrane transporter activity","GO:0015086 cadmium ion transmembrane transporter activity"
"56","GO:0008408",NA,0.0148951313746636,NA,"3'-5' exonuclease activity","GO:0008408 3'-5' exonuclease activity"
"57","GO:0004109",NA,0.014972089276022,NA,"coproporphyrinogen oxidase activity","GO:0004109 coproporphyrinogen oxidase activity"
"58","GO:0004816",NA,0.0151591533772303,NA,"asparagine-tRNA ligase activity","GO:0004816 asparagine-tRNA ligase activity"
"59","GO:0016314",NA,0.0172513710265369,NA,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity","GO:0016314 phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity"
"60","GO:0019213",NA,0.0175750386941938,NA,"deacetylase activity","GO:0019213 deacetylase activity"
"61","GO:0050295",NA,0.0179668194699362,NA,"steryl-beta-glucosidase activity","GO:0050295 steryl-beta-glucosidase activity"
"62","GO:0017070",NA,0.0183620991718905,NA,"U6 snRNA binding","GO:0017070 U6 snRNA binding"
"63","GO:0004829",NA,0.0191132382271572,NA,"threonine-tRNA ligase activity","GO:0004829 threonine-tRNA ligase activity"
"64","GO:0000166",NA,0.0194515769056672,NA,"nucleotide binding","GO:0000166 nucleotide binding"
"65","GO:0004724",NA,0.0195718192648467,NA,"magnesium-dependent protein serine/threonine phosphatase activity","GO:0004724 magnesium-dependent protein serine/threonine phosphatase activity"
"66","GO:0034450",NA,0.0196900048986264,NA,"ubiquitin-ubiquitin ligase activity","GO:0034450 ubiquitin-ubiquitin ligase activity"
"67","GO:0070337",NA,0.0198074149717018,NA,"3'-flap-structured DNA binding","GO:0070337 3'-flap-structured DNA binding"
"68","GO:0005528",NA,0.0207446720009277,NA,"FK506 binding","GO:0005528 FK506 binding"
"69","GO:0048487",NA,0.0216678838444017,NA,"beta-tubulin binding","GO:0048487 beta-tubulin binding"
"70","GO:0031625",NA,0.0218533751412884,NA,"ubiquitin protein ligase binding","GO:0031625 ubiquitin protein ligase binding"
"71","GO:0051539",NA,0.0222335790564243,NA,"4 iron, 4 sulfur cluster binding","GO:0051539 4 iron, 4 sulfur cluster binding"
"72","GO:0051717",NA,0.0229919388140675,NA,"inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity","GO:0051717 inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity"
"73","GO:0051800",NA,0.0229919388140675,NA,"phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity","GO:0051800 phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity"
"74","GO:0070182",NA,0.0234663284476901,NA,"DNA polymerase binding","GO:0070182 DNA polymerase binding"
"75","GO:0003995",NA,0.0240614865898026,NA,"acyl-CoA dehydrogenase activity","GO:0003995 acyl-CoA dehydrogenase activity"
"76","GO:0004502",NA,0.0243293121247119,NA,"kynurenine 3-monooxygenase activity","GO:0004502 kynurenine 3-monooxygenase activity"
"77","GO:0008480",NA,0.0243580092714676,NA,"sarcosine dehydrogenase activity","GO:0008480 sarcosine dehydrogenase activity"
"78","GO:0004407",NA,0.0256162041231609,NA,"histone deacetylase activity","GO:0004407 histone deacetylase activity"
"79","GO:0003729",NA,0.0273364006142562,NA,"mRNA binding","GO:0003729 mRNA binding"
"80","GO:0048040",NA,0.0275784100415877,NA,"UDP-glucuronate decarboxylase activity","GO:0048040 UDP-glucuronate decarboxylase activity"
"81","GO:0008536",NA,0.0277055865215062,NA,"Ran GTPase binding","GO:0008536 Ran GTPase binding"
"82","GO:0004830",NA,0.027888134881197,NA,"tryptophan-tRNA ligase activity","GO:0004830 tryptophan-tRNA ligase activity"
"83","GO:0042393",NA,0.0280034839090547,NA,"histone binding","GO:0042393 histone binding"
"84","GO:0004526",NA,0.0281431957975913,NA,"ribonuclease P activity","GO:0004526 ribonuclease P activity"
"85","GO:0004329",NA,0.0292152139926767,NA,"formate-tetrahydrofolate ligase activity","GO:0004329 formate-tetrahydrofolate ligase activity"
"86","GO:0035243",NA,0.029596307276757,NA,"protein-arginine omega-N symmetric methyltransferase activity","GO:0035243 protein-arginine omega-N symmetric methyltransferase activity"
"87","GO:0008650",NA,0.0308150925025898,NA,"rRNA (uridine-2'-O-)-methyltransferase activity","GO:0008650 rRNA (uridine-2'-O-)-methyltransferase activity"
"88","GO:0005351",NA,0.0309994958149397,NA,"carbohydrate:proton symporter activity","GO:0005351 carbohydrate:proton symporter activity"
"89","GO:0003977",NA,0.0321461913215216,NA,"UDP-N-acetylglucosamine diphosphorylase activity","GO:0003977 UDP-N-acetylglucosamine diphosphorylase activity"
"90","GO:1990459",NA,0.0322372578409528,NA,"transferrin receptor binding","GO:1990459 transferrin receptor binding"
"91","GO:0008798",NA,0.0325442009550758,NA,"beta-aspartyl-peptidase activity","GO:0008798 beta-aspartyl-peptidase activity"
"92","GO:0004486",NA,0.03475179381428,NA,"methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity","GO:0004486 methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity"
"93","GO:0004487",NA,0.03475179381428,NA,"methylenetetrahydrofolate dehydrogenase (NAD+) activity","GO:0004487 methylenetetrahydrofolate dehydrogenase (NAD+) activity"
"94","GO:0101005",NA,0.035528675405459,NA,"ubiquitinyl hydrolase activity","GO:0101005 ubiquitinyl hydrolase activity"
"95","GO:0004850",NA,0.0355896806576856,NA,"uridine phosphorylase activity","GO:0004850 uridine phosphorylase activity"
"96","GO:0004809",NA,0.0361041403406087,NA,"tRNA (guanine-N2-)-methyltransferase activity","GO:0004809 tRNA (guanine-N2-)-methyltransferase activity"
"97","GO:0050660",NA,0.0361915433417115,NA,"flavin adenine dinucleotide binding","GO:0050660 flavin adenine dinucleotide binding"
"98","GO:0070063",NA,0.0371123381403088,NA,"RNA polymerase binding","GO:0070063 RNA polymerase binding"
"99","GO:0003678",NA,0.0375863834724637,NA,"DNA helicase activity","GO:0003678 DNA helicase activity"
"100","GO:0017005",NA,0.0382606430021591,NA,"3'-tyrosyl-DNA phosphodiesterase activity","GO:0017005 3'-tyrosyl-DNA phosphodiesterase activity"
"101","GO:0004360",NA,0.0389185215520806,NA,"glutamine-fructose-6-phosphate transaminase (isomerizing) activity","GO:0004360 glutamine-fructose-6-phosphate transaminase (isomerizing) activity"
"102","GO:0031870",NA,0.038951028035249,NA,"thromboxane A2 receptor binding","GO:0031870 thromboxane A2 receptor binding"
"103","GO:0004726",NA,0.0391546272734887,NA,"non-membrane spanning protein tyrosine phosphatase activity","GO:0004726 non-membrane spanning protein tyrosine phosphatase activity"
"104","GO:0051082",NA,0.0391767312763551,NA,"unfolded protein binding","GO:0051082 unfolded protein binding"
"105","GO:0017137",NA,0.0392547005270817,NA,"Rab GTPase binding","GO:0017137 Rab GTPase binding"
"106","GO:0019904",NA,0.0400562358649026,NA,"protein domain specific binding","GO:0019904 protein domain specific binding"
"107","GO:0004591",NA,0.040347328833448,NA,"oxoglutarate dehydrogenase (succinyl-transferring) activity","GO:0004591 oxoglutarate dehydrogenase (succinyl-transferring) activity"
"108","GO:0061697",NA,0.0404777764429599,NA,"protein-glutaryllysine deglutarylase activity","GO:0061697 protein-glutaryllysine deglutarylase activity"
"109","GO:0097372",NA,0.0404777764429599,NA,"NAD-dependent histone deacetylase activity (H3-K18 specific)","GO:0097372 NAD-dependent histone deacetylase activity (H3-K18 specific)"
"110","GO:0003714",NA,0.0410925584057548,NA,"transcription corepressor activity","GO:0003714 transcription corepressor activity"
"111","GO:0047918",NA,0.0424838161381371,NA,"GDP-mannose 3,5-epimerase activity","GO:0047918 GDP-mannose 3,5-epimerase activity"
"112","GO:0050577",NA,0.0424838161381371,NA,"GDP-L-fucose synthase activity","GO:0050577 GDP-L-fucose synthase activity"
"113","GO:0004618",NA,0.0432589475146514,NA,"phosphoglycerate kinase activity","GO:0004618 phosphoglycerate kinase activity"
"114","GO:0046961",NA,0.043411152434286,NA,"proton-transporting ATPase activity, rotational mechanism","GO:0046961 proton-transporting ATPase activity, rotational mechanism"
"115","GO:0043024",NA,0.0435944419976818,NA,"ribosomal small subunit binding","GO:0043024 ribosomal small subunit binding"
"116","GO:1990698",NA,0.0440672285088235,NA,"palmitoleoyltransferase activity","GO:1990698 palmitoleoyltransferase activity"
"117","GO:0060698",NA,0.0441433586232316,NA,"endoribonuclease inhibitor activity","GO:0060698 endoribonuclease inhibitor activity"
"118","GO:0035312",NA,0.0443870791634238,NA,"5'-3' exodeoxyribonuclease activity","GO:0035312 5'-3' exodeoxyribonuclease activity"
"119","GO:0005524",NA,0.0445667637956266,NA,"ATP binding","GO:0005524 ATP binding"
"120","GO:1990269",NA,0.0455808930039843,NA,"RNA polymerase II C-terminal domain phosphoserine binding","GO:1990269 RNA polymerase II C-terminal domain phosphoserine binding"
"121","GO:0047184",NA,0.046943667362066,NA,"1-acylglycerophosphocholine O-acyltransferase activity","GO:0047184 1-acylglycerophosphocholine O-acyltransferase activity"
"122","GO:0019153",NA,0.0474867083997044,NA,"protein-disulfide reductase (glutathione) activity","GO:0019153 protein-disulfide reductase (glutathione) activity"
"123","GO:0070976",NA,0.0476735434790055,NA,"TIR domain binding","GO:0070976 TIR domain binding"
"124","GO:0008353",NA,0.0484319629484155,NA,"RNA polymerase II CTD heptapeptide repeat kinase activity","GO:0008353 RNA polymerase II CTD heptapeptide repeat kinase activity"
"125","GO:0043008",NA,0.0485232880611694,NA,"ATP-dependent protein binding","GO:0043008 ATP-dependent protein binding"
"126","GO:0004821",NA,0.0487523624207102,NA,"histidine-tRNA ligase activity","GO:0004821 histidine-tRNA ligase activity"
"127","GO:0022821",NA,0.0496374161228915,NA,"potassium ion antiporter activity","GO:0022821 potassium ion antiporter activity"
"128","GO:0019864",NA,NA,7.81144013323893e-07,"IgG binding","GO:0019864 IgG binding"
"129","GO:0043422",NA,NA,4.85384418687801e-05,"protein kinase B binding","GO:0043422 protein kinase B binding"
"130","GO:0031996",NA,NA,9.84962753361209e-05,"thioesterase binding","GO:0031996 thioesterase binding"
"131","GO:0008201",NA,NA,0.00403848358237117,"heparin binding","GO:0008201 heparin binding"
"132","GO:0036312",NA,NA,0.00488694598213999,"phosphatidylinositol 3-kinase regulatory subunit binding","GO:0036312 phosphatidylinositol 3-kinase regulatory subunit binding"
"133","GO:0005540",NA,NA,0.0144977909343921,"hyaluronic acid binding","GO:0005540 hyaluronic acid binding"
"134","GO:0070139",NA,NA,0.0274671937088176,"SUMO-specific endopeptidase activity","GO:0070139 SUMO-specific endopeptidase activity"
"135","GO:0038024",NA,NA,0.0299402051892041,"cargo receptor activity","GO:0038024 cargo receptor activity"
"136","GO:0050839",NA,NA,0.0309489872831541,"cell adhesion molecule binding","GO:0050839 cell adhesion molecule binding"
"137","GO:0004252",NA,NA,0.0323625472504092,"serine-type endopeptidase activity","GO:0004252 serine-type endopeptidase activity"
"138","GO:0004857",NA,NA,0.0364119982148018,"enzyme inhibitor activity","GO:0004857 enzyme inhibitor activity"
"139","GO:0005201",NA,NA,0.0376986364909757,"extracellular matrix structural constituent","GO:0005201 extracellular matrix structural constituent"
"140","GO:0070287",NA,NA,0.0397651943518935,"ferritin receptor activity","GO:0070287 ferritin receptor activity"
"141","GO:0043864",NA,NA,0.0402069230118599,"indoleacetamide hydrolase activity","GO:0043864 indoleacetamide hydrolase activity"
"142","GO:0004714",NA,NA,0.0422535715912108,"transmembrane receptor protein tyrosine kinase activity","GO:0004714 transmembrane receptor protein tyrosine kinase activity"
