"","category","WGBS","RRBS","MBDBS","Term","GOterm_desc"
"32","GO:0046982",6.70302568886485e-05,0.00556124255073586,NA,"protein heterodimerization activity","GO:0046982 protein heterodimerization activity"
"33","GO:0004725",7.07544349684507e-05,3.10399783058296e-06,0.00325569998175257,"protein tyrosine phosphatase activity","GO:0004725 protein tyrosine phosphatase activity"
"34","GO:0030170",7.11212304896089e-05,4.17569280962267e-05,NA,"pyridoxal phosphate binding","GO:0030170 pyridoxal phosphate binding"
"35","GO:0019902",8.64089889480409e-05,0.00454504801239975,NA,"phosphatase binding","GO:0019902 phosphatase binding"
"36","GO:0000049",0.000101718696364352,2.20400821182574e-05,9.33445578490707e-05,"tRNA binding","GO:0000049 tRNA binding"
"37","GO:0004842",0.000110324247030708,0.00026038185876824,0.00374505412387538,"ubiquitin-protein transferase activity","GO:0004842 ubiquitin-protein transferase activity"
"38","GO:0019903",0.000133980411228906,9.54733700062915e-05,8.2571749459445e-07,"protein phosphatase binding","GO:0019903 protein phosphatase binding"
"39","GO:0008017",0.00013760208134104,8.72429430079763e-14,0.00182717392088014,"microtubule binding","GO:0008017 microtubule binding"
"40","GO:0051087",0.000164686610427957,NA,NA,"chaperone binding","GO:0051087 chaperone binding"
"41","GO:0031625",0.000181433998797412,8.31372999910881e-07,0.000902851389236995,"ubiquitin protein ligase binding","GO:0031625 ubiquitin protein ligase binding"
"42","GO:0005262",0.00019051131275019,3.57873870988497e-07,6.52845185437777e-05,"calcium channel activity","GO:0005262 calcium channel activity"
"43","GO:0001786",0.000215691308861565,5.17672425855431e-05,0.00354045523460609,"phosphatidylserine binding","GO:0001786 phosphatidylserine binding"
"44","GO:0005007",0.000234345315847683,6.40381521609264e-05,0.0467413269804575,"fibroblast growth factor-activated receptor activity","GO:0005007 fibroblast growth factor-activated receptor activity"
"45","GO:0008188",0.000261614651046611,NA,0.000188884916765004,"neuropeptide receptor activity","GO:0008188 neuropeptide receptor activity"
"46","GO:0003714",0.000277348301140446,0.00293595794106802,0.00397707888570915,"transcription corepressor activity","GO:0003714 transcription corepressor activity"
"47","GO:0003779",0.000297436866001236,8.30918874853716e-07,2.2088925071483e-05,"actin binding","GO:0003779 actin binding"
"48","GO:0005518",0.000304431767515448,1.35515137086083e-08,0.00158657936550867,"collagen binding","GO:0005518 collagen binding"
"49","GO:0043130",0.000312657814451245,0.0137972639034846,NA,"ubiquitin binding","GO:0043130 ubiquitin binding"
"50","GO:0003725",0.000383439260838168,3.37740867021312e-06,0.000393194858404073,"double-stranded RNA binding","GO:0003725 double-stranded RNA binding"
"51","GO:0045296",0.000470878483175791,8.68998187946017e-06,NA,"cadherin binding","GO:0045296 cadherin binding"
"52","GO:0035091",0.000494417695139427,2.58903141397112e-05,0.000589706368803507,"phosphatidylinositol binding","GO:0035091 phosphatidylinositol binding"
"53","GO:0004713",0.000513669813500184,1.2591690855508e-07,8.95114026767894e-05,"protein tyrosine kinase activity","GO:0004713 protein tyrosine kinase activity"
"54","GO:0004519",0.000574082935848779,NA,0.00577811159597057,"endonuclease activity","GO:0004519 endonuclease activity"
"55","GO:0005112",0.000584701537782573,0.00117448272936365,0.000531239020504888,"Notch binding","GO:0005112 Notch binding"
"56","GO:0048306",0.000624065103778904,1.88423806800637e-07,0.000180976699888578,"calcium-dependent protein binding","GO:0048306 calcium-dependent protein binding"
"57","GO:0017134",0.000697479185284246,2.86775785468122e-05,0.00530556073542098,"fibroblast growth factor binding","GO:0017134 fibroblast growth factor binding"
"58","GO:0005109",0.000758026838416912,3.61349165640884e-05,NA,"frizzled binding","GO:0005109 frizzled binding"
"59","GO:0003700",0.000759767116770942,4.8267157991445e-05,8.14961930187377e-07,"DNA-binding transcription factor activity","GO:0003700 DNA-binding transcription factor activity"
"60","GO:0008168",0.000771784450044925,9.53634719372462e-05,0.0115028538454388,"methyltransferase activity","GO:0008168 methyltransferase activity"
"61","GO:0000149",0.000780653752923777,1.61384971782242e-06,0.0341304901543044,"SNARE binding","GO:0000149 SNARE binding"
"62","GO:0051082",0.000848013127874958,NA,0.0188075734419329,"unfolded protein binding","GO:0051082 unfolded protein binding"
"63","GO:0038023",0.000892251247797533,2.76569496568219e-09,4.81332737188221e-05,"signaling receptor activity","GO:0038023 signaling receptor activity"
"64","GO:0015293",0.000894167176222078,1.35071205296261e-07,NA,"symporter activity","GO:0015293 symporter activity"
"65","GO:0003950",0.000895909695441038,0.00076895132940611,0.000759330529907894,"NAD+ ADP-ribosyltransferase activity","GO:0003950 NAD+ ADP-ribosyltransferase activity"
"66","GO:0001965",0.000957017806281417,NA,0.0306251629773522,"G-protein alpha-subunit binding","GO:0001965 G-protein alpha-subunit binding"
"67","GO:0004888",0.00101118656186174,1.58561524257488e-08,8.92302525878664e-07,"transmembrane signaling receptor activity","GO:0004888 transmembrane signaling receptor activity"
"68","GO:0005044",0.00107257135592574,0.000517712724389656,0.000160912419100523,"scavenger receptor activity","GO:0005044 scavenger receptor activity"
"69","GO:0044877",0.00115654035628099,0.00181206465657915,NA,"protein-containing complex binding","GO:0044877 protein-containing complex binding"
"70","GO:0008144",0.00115976232535154,NA,NA,"drug binding","GO:0008144 drug binding"
"71","GO:0017147",0.00124635662888043,3.86574840253463e-05,0.00250876574848833,"Wnt-protein binding","GO:0017147 Wnt-protein binding"
"72","GO:0042393",0.00124664659741804,6.51365083302427e-06,0.000147400971535291,"histone binding","GO:0042393 histone binding"
"73","GO:0005507",0.00129067477035149,0.00212521870867246,0.000629051262400895,"copper ion binding","GO:0005507 copper ion binding"
"74","GO:0000166",0.00133341405607983,0.00257700787185141,0.0473836427294024,"nucleotide binding","GO:0000166 nucleotide binding"
"75","GO:0032266",0.00142661038187033,0.000452614536550638,0.0300291953206294,"phosphatidylinositol-3-phosphate binding","GO:0032266 phosphatidylinositol-3-phosphate binding"
"76","GO:0019894",0.00148079017266261,4.12636710138182e-05,0.0449454212286358,"kinesin binding","GO:0019894 kinesin binding"
"77","GO:0051539",0.00151838753540661,2.90601159267886e-05,NA,"4 iron, 4 sulfur cluster binding","GO:0051539 4 iron, 4 sulfur cluster binding"
"78","GO:1990404",0.00154107883669822,0.00226962300371989,0.0011168669903332,"protein ADP-ribosylase activity","GO:1990404 protein ADP-ribosylase activity"
"79","GO:0008022",0.00163868286937654,0.000489211613057994,0.0220814862188597,"protein C-terminus binding","GO:0008022 protein C-terminus binding"
"80","GO:0042562",0.00164906132251641,NA,0.0438096421103961,"hormone binding","GO:0042562 hormone binding"
"81","GO:0060090",0.00178001239060021,NA,NA,"molecular adaptor activity","GO:0060090 molecular adaptor activity"
"82","GO:0016887",0.00183068802412857,0.000233174092558063,0.0398552543362312,"ATPase activity","GO:0016887 ATPase activity"
"83","GO:0030165",0.00188249325620321,0.00421574370732719,0.00377064573305066,"PDZ domain binding","GO:0030165 PDZ domain binding"
"84","GO:0004977",0.00191787382514696,NA,0.0375951960416071,"melanocortin receptor activity","GO:0004977 melanocortin receptor activity"
"85","GO:0004177",0.00193053584855149,0.000888432209341295,NA,"aminopeptidase activity","GO:0004177 aminopeptidase activity"
"86","GO:0071949",0.00214065931364277,3.9853600903994e-05,NA,"FAD binding","GO:0071949 FAD binding"
"87","GO:0000976",0.00214403432551648,NA,0.00868842442290568,"transcription regulatory region sequence-specific DNA binding","GO:0000976 transcription regulatory region sequence-specific DNA binding"
"88","GO:0043621",0.00217864782976483,0.00931792283755847,NA,"protein self-association","GO:0043621 protein self-association"
"89","GO:0046872",0.0022741880974357,0.000215964691061068,NA,"metal ion binding","GO:0046872 metal ion binding"
"90","GO:0003887",0.00238809916567569,0.000108261564417293,0.00522437457561167,"DNA-directed DNA polymerase activity","GO:0003887 DNA-directed DNA polymerase activity"
"91","GO:0005096",0.00243032987370355,3.91017800229642e-08,0.000189936856877701,"GTPase activator activity","GO:0005096 GTPase activator activity"
"92","GO:0003824",0.00261445341819222,0.0292308434919091,NA,"catalytic activity","GO:0003824 catalytic activity"
"93","GO:0050839",0.0026725141445479,6.13532726149123e-07,0.00040894990147391,"cell adhesion molecule binding","GO:0050839 cell adhesion molecule binding"
"94","GO:0004175",0.00299729159304402,0.00140730697180321,NA,"endopeptidase activity","GO:0004175 endopeptidase activity"
"95","GO:0032217",0.00393290015399548,NA,NA,"riboflavin transmembrane transporter activity","GO:0032217 riboflavin transmembrane transporter activity"
"96","GO:0003713",0.00404843249274904,NA,0.0323982653616312,"transcription coactivator activity","GO:0003713 transcription coactivator activity"
"97","GO:0070330",0.00405515458465308,2.93127006837887e-05,0.0378057620995812,"aromatase activity","GO:0070330 aromatase activity"
"98","GO:0004521",0.00426224341625153,9.08594302272959e-05,NA,"endoribonuclease activity","GO:0004521 endoribonuclease activity"
"99","GO:0004980",0.00432281225500849,NA,0.00482058482393299,"melanocyte-stimulating hormone receptor activity","GO:0004980 melanocyte-stimulating hormone receptor activity"
"100","GO:0008429",0.00433863038680328,0.00258978775818288,0.00111667004354134,"phosphatidylethanolamine binding","GO:0008429 phosphatidylethanolamine binding"
"101","GO:0008237",0.0047650067161451,1.0524454018812e-05,0.000391228769355521,"metallopeptidase activity","GO:0008237 metallopeptidase activity"
"102","GO:0005249",0.00482176631423954,0.00038088792137268,9.99313196377485e-07,"voltage-gated potassium channel activity","GO:0005249 voltage-gated potassium channel activity"
"103","GO:0017046",0.00507509456434155,NA,0.0100357666159189,"peptide hormone binding","GO:0017046 peptide hormone binding"
"104","GO:0005216",0.00522432842240671,2.99067941843954e-06,0.0201320668013873,"ion channel activity","GO:0005216 ion channel activity"
"105","GO:0044325",0.0055524823509311,9.3149223826637e-06,0.000357383701958304,"ion channel binding","GO:0044325 ion channel binding"
"106","GO:0097718",0.00555279267016011,0.0279943554560555,0.0096898402745708,"disordered domain specific binding","GO:0097718 disordered domain specific binding"
"107","GO:0005251",0.0059980470571647,0.00143456822296131,7.59847377717495e-06,"delayed rectifier potassium channel activity","GO:0005251 delayed rectifier potassium channel activity"
"108","GO:0005267",0.00604370432295098,0.00019327215032205,0.000124981771712355,"potassium channel activity","GO:0005267 potassium channel activity"
"109","GO:0004672",0.00605514422168893,1.42788762828269e-06,NA,"protein kinase activity","GO:0004672 protein kinase activity"
"110","GO:0015349",0.0060553053207176,5.07219033998017e-09,0.00456875866941896,"thyroid hormone transmembrane transporter activity","GO:0015349 thyroid hormone transmembrane transporter activity"
"111","GO:0031628",0.00611871894611341,NA,0.00431189046097488,"opioid receptor binding","GO:0031628 opioid receptor binding"
"112","GO:0036312",0.00660766811406744,0.00379665991972895,2.18513130595048e-06,"phosphatidylinositol 3-kinase regulatory subunit binding","GO:0036312 phosphatidylinositol 3-kinase regulatory subunit binding"
"113","GO:0070888",0.00694462995217891,NA,0.0121824741278689,"E-box binding","GO:0070888 E-box binding"
"114","GO:0005245",0.0072787547099171,0.00561703480488069,0.00159965901847258,"voltage-gated calcium channel activity","GO:0005245 voltage-gated calcium channel activity"
"115","GO:0004715",0.00747124192763232,0.0379236188560045,0.0169671970687883,"non-membrane spanning protein tyrosine kinase activity","GO:0004715 non-membrane spanning protein tyrosine kinase activity"
"116","GO:0042923",0.00792895128964384,NA,0.000568436008127645,"neuropeptide binding","GO:0042923 neuropeptide binding"
"117","GO:0008028",0.00876598454022056,1.70358389061325e-06,0.0130311219083322,"monocarboxylic acid transmembrane transporter activity","GO:0008028 monocarboxylic acid transmembrane transporter activity"
"118","GO:0015173",0.00886810130669996,3.26166227580743e-06,0.000526994887065885,"aromatic amino acid transmembrane transporter activity","GO:0015173 aromatic amino acid transmembrane transporter activity"
"119","GO:0008289",0.00917580341533369,0.000287297456344279,NA,"lipid binding","GO:0008289 lipid binding"
"120","GO:0008528",0.0092051401800831,NA,NA,"G protein-coupled peptide receptor activity","GO:0008528 G protein-coupled peptide receptor activity"
"121","GO:0019003",0.00963852689888138,0.0377250498883303,NA,"GDP binding","GO:0019003 GDP binding"
"122","GO:0042169",0.010126863536028,0.000238554812703946,NA,"SH2 domain binding","GO:0042169 SH2 domain binding"
"123","GO:0004523",0.0102098242196825,0.000121587496505198,0.00392351420145062,"RNA-DNA hybrid ribonuclease activity","GO:0004523 RNA-DNA hybrid ribonuclease activity"
"124","GO:0004181",0.0106415657909338,1.55867288354658e-05,0.0389866488335944,"metallocarboxypeptidase activity","GO:0004181 metallocarboxypeptidase activity"
"125","GO:0051020",0.010804616087567,0.0180489941771508,NA,"GTPase binding","GO:0051020 GTPase binding"
"126","GO:0005102",0.0114078223528399,0.0145411661620452,0.0111590843794403,"signaling receptor binding","GO:0005102 signaling receptor binding"
"127","GO:0050840",0.0114568949628907,0.001492126101739,NA,"extracellular matrix binding","GO:0050840 extracellular matrix binding"
"128","GO:0015143",0.0122475171234164,0.0469670732439307,NA,"urate transmembrane transporter activity","GO:0015143 urate transmembrane transporter activity"
"129","GO:0005001",0.0122773514476006,0.00891680477268797,NA,"transmembrane receptor protein tyrosine phosphatase activity","GO:0005001 transmembrane receptor protein tyrosine phosphatase activity"
"130","GO:0019838",0.0124202136804934,0.0371997058491156,NA,"growth factor binding","GO:0019838 growth factor binding"
"131","GO:0008061",0.0124676520935402,0.00169367597389362,NA,"chitin binding","GO:0008061 chitin binding"
"132","GO:0004497",0.0126792487293628,9.74106544013613e-06,NA,"monooxygenase activity","GO:0004497 monooxygenase activity"
"133","GO:0005261",0.0128799508014532,0.00350761221331783,0.000698641646717526,"cation channel activity","GO:0005261 cation channel activity"
"134","GO:0080025",0.0132826566009634,0.0246322885463834,NA,"phosphatidylinositol-3,5-bisphosphate binding","GO:0080025 phosphatidylinositol-3,5-bisphosphate binding"
"135","GO:0008234",0.0133273631859845,NA,NA,"cysteine-type peptidase activity","GO:0008234 cysteine-type peptidase activity"
"136","GO:0015225",0.0140899270510022,0.0228507471044543,NA,"biotin transmembrane transporter activity","GO:0015225 biotin transmembrane transporter activity"
"137","GO:0004952",0.0141367216363576,NA,0.00239920599833435,"dopamine neurotransmitter receptor activity","GO:0004952 dopamine neurotransmitter receptor activity"
"138","GO:0030276",0.0144609858824128,0.00168170937606298,0.0215501098245542,"clathrin binding","GO:0030276 clathrin binding"
"139","GO:0003777",0.0147056231050627,3.01227301713472e-06,0.0158778614128928,"microtubule motor activity","GO:0003777 microtubule motor activity"
"140","GO:0000987",0.0147168616047958,0.0419279132102482,0.000376834663948578,"cis-regulatory region sequence-specific DNA binding","GO:0000987 cis-regulatory region sequence-specific DNA binding"
"141","GO:0005544",0.0148351103507232,0.000455679346296918,0.00625652141153246,"calcium-dependent phospholipid binding","GO:0005544 calcium-dependent phospholipid binding"
"142","GO:0030332",0.0149773664119417,NA,NA,"cyclin binding","GO:0030332 cyclin binding"
"143","GO:0003712",0.0151810248788765,2.97431786096113e-05,NA,"transcription coregulator activity","GO:0003712 transcription coregulator activity"
"144","GO:0030674",0.0160584534671019,0.03392889348165,0.0225707211208255,"protein-macromolecule adaptor activity","GO:0030674 protein-macromolecule adaptor activity"
"145","GO:0008083",0.0175385307676099,0.00610799364094887,0.0119006456984405,"growth factor activity","GO:0008083 growth factor activity"
"146","GO:0015631",0.0178473733618841,NA,NA,"tubulin binding","GO:0015631 tubulin binding"
"147","GO:0004180",0.0183888519241671,4.7815610973874e-05,NA,"carboxypeptidase activity","GO:0004180 carboxypeptidase activity"
"148","GO:0050660",0.0188369062429761,0.000120159259085324,NA,"flavin adenine dinucleotide binding","GO:0050660 flavin adenine dinucleotide binding"
"149","GO:0038024",0.0190612371507639,0.00167620244660688,0.00936299596122664,"cargo receptor activity","GO:0038024 cargo receptor activity"
"150","GO:0005158",0.0193566070048584,0.0176920798141154,NA,"insulin receptor binding","GO:0005158 insulin receptor binding"
"151","GO:0016499",0.019434341749382,NA,NA,"orexin receptor activity","GO:0016499 orexin receptor activity"
"152","GO:0001609",0.0196329388668149,NA,0.00401649905565478,"G protein-coupled adenosine receptor activity","GO:0001609 G protein-coupled adenosine receptor activity"
"153","GO:0051721",0.0206398084028045,NA,NA,"protein phosphatase 2A binding","GO:0051721 protein phosphatase 2A binding"
"154","GO:0008536",0.0215844959848433,0.00122164706715383,NA,"Ran GTPase binding","GO:0008536 Ran GTPase binding"
"155","GO:0051287",0.021733503473323,0.00174786326245975,NA,"NAD binding","GO:0051287 NAD binding"
"156","GO:0043236",0.0219817234281187,8.9423391050677e-05,0.0346858334466301,"laminin binding","GO:0043236 laminin binding"
"157","GO:0008236",0.0225492831034515,NA,NA,"serine-type peptidase activity","GO:0008236 serine-type peptidase activity"
"158","GO:0030971",0.0227161838900604,NA,NA,"receptor tyrosine kinase binding","GO:0030971 receptor tyrosine kinase binding"
"159","GO:0016705",0.0227243337152747,0.0166615156548852,NA,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
"160","GO:0004620",0.0227319836812405,0.000720776810853091,NA,"phospholipase activity","GO:0004620 phospholipase activity"
"161","GO:0019806",0.0240299402133799,5.58348037240426e-05,0.0180467198403819,"bromide peroxidase activity","GO:0019806 bromide peroxidase activity"
"162","GO:0009881",0.0240528438867723,NA,0.000602941848556887,"photoreceptor activity","GO:0009881 photoreceptor activity"
"163","GO:0004540",0.0242867621874325,0.0107954296224787,NA,"ribonuclease activity","GO:0004540 ribonuclease activity"
"164","GO:0030374",0.0243886973498723,NA,0.000977988287367403,"nuclear receptor transcription coactivator activity","GO:0030374 nuclear receptor transcription coactivator activity"
"165","GO:0051019",0.0248270349039829,NA,NA,"mitogen-activated protein kinase binding","GO:0051019 mitogen-activated protein kinase binding"
"166","GO:0030234",0.0250981052202159,NA,0.0153548514997593,"enzyme regulator activity","GO:0030234 enzyme regulator activity"
"167","GO:0016597",0.0253772550416311,0.0438983435270748,0.000438930487400147,"amino acid binding","GO:0016597 amino acid binding"
"168","GO:0015026",0.0254757845986636,NA,0.0159319797061677,"coreceptor activity","GO:0015026 coreceptor activity"
"169","GO:0003724",0.0257135308309471,0.00585747438418439,NA,"RNA helicase activity","GO:0003724 RNA helicase activity"
"170","GO:0004722",0.0257798736048658,NA,0.00854787128470799,"protein serine/threonine phosphatase activity","GO:0004722 protein serine/threonine phosphatase activity"
"171","GO:0031419",0.0267098932915811,0.00195283002699942,0.020036611205361,"cobalamin binding","GO:0031419 cobalamin binding"
"172","GO:0004601",0.0269611881259156,0.000293908222550644,0.0485714406540929,"peroxidase activity","GO:0004601 peroxidase activity"
"173","GO:0017056",0.0276219343850763,0.0406816787670141,NA,"structural constituent of nuclear pore","GO:0017056 structural constituent of nuclear pore"
"174","GO:0019706",0.0276449200116273,NA,NA,"protein-cysteine S-palmitoyltransferase activity","GO:0019706 protein-cysteine S-palmitoyltransferase activity"
"175","GO:0003899",0.0280107379490431,NA,NA,"DNA-directed 5'-3' RNA polymerase activity","GO:0003899 DNA-directed 5'-3' RNA polymerase activity"
"176","GO:0015280",0.0280418005286266,0.0051425510973074,0.000357514359071818,"ligand-gated sodium channel activity","GO:0015280 ligand-gated sodium channel activity"
"177","GO:0004622",0.0283302566412459,0.0223387991146044,NA,"lysophospholipase activity","GO:0004622 lysophospholipase activity"
"178","GO:0051879",0.0300893757415456,NA,NA,"Hsp90 protein binding","GO:0051879 Hsp90 protein binding"
"179","GO:0003688",0.0306767182910747,0.0133853594693503,NA,"DNA replication origin binding","GO:0003688 DNA replication origin binding"
"180","GO:0019843",0.0308850009162721,0.0110704266915703,NA,"rRNA binding","GO:0019843 rRNA binding"
"181","GO:0003743",0.030985279249754,0.0461204369763929,0.027941084656525,"translation initiation factor activity","GO:0003743 translation initiation factor activity"
"182","GO:0003755",0.0310066033701354,0.0128726836159565,NA,"peptidyl-prolyl cis-trans isomerase activity","GO:0003755 peptidyl-prolyl cis-trans isomerase activity"
"183","GO:0003676",0.0313894085199702,NA,0.0204100581395053,"nucleic acid binding","GO:0003676 nucleic acid binding"
"184","GO:0015562",0.0320785273290969,0.0188109114040529,NA,"efflux transmembrane transporter activity","GO:0015562 efflux transmembrane transporter activity"
"185","GO:0090722",0.0324732186339001,NA,NA,"receptor-receptor interaction","GO:0090722 receptor-receptor interaction"
"186","GO:0022857",0.0324957328018363,0.0134390705730592,NA,"transmembrane transporter activity","GO:0022857 transmembrane transporter activity"
"187","GO:0003964",0.0325991707149422,NA,NA,"RNA-directed DNA polymerase activity","GO:0003964 RNA-directed DNA polymerase activity"
"188","GO:0042910",0.0328149424075128,0.013402837372971,NA,"xenobiotic transmembrane transporter activity","GO:0042910 xenobiotic transmembrane transporter activity"
"189","GO:0005516",0.0330918584696284,4.7364571962683e-05,0.00280803208656379,"calmodulin binding","GO:0005516 calmodulin binding"
"190","GO:0034185",0.0336901897365289,0.0416749576929637,0.00517734890675423,"apolipoprotein binding","GO:0034185 apolipoprotein binding"
"191","GO:0016829",0.0337838571512025,0.0195380724383181,NA,"lyase activity","GO:0016829 lyase activity"
"192","GO:0070679",0.0339342335439914,5.81653787125806e-05,0.00323723765092036,"inositol 1,4,5 trisphosphate binding","GO:0070679 inositol 1,4,5 trisphosphate binding"
"193","GO:0051219",0.0350153123540467,NA,NA,"phosphoprotein binding","GO:0051219 phosphoprotein binding"
"194","GO:0035240",0.0351225058516311,NA,NA,"dopamine binding","GO:0035240 dopamine binding"
"195","GO:0005085",0.0351775592628229,1.96589991663999e-06,0.0131385050979981,"guanyl-nucleotide exchange factor activity","GO:0005085 guanyl-nucleotide exchange factor activity"
"196","GO:0030552",0.0353632093247516,0.00275410266139276,0.000135425485515424,"cAMP binding","GO:0030552 cAMP binding"
"197","GO:0043426",0.0369692927163927,0.0157683333519703,0.00540616184606236,"MRF binding","GO:0043426 MRF binding"
"198","GO:0030371",0.037251133494376,0.00396490831502537,0.0425274119172701,"translation repressor activity","GO:0030371 translation repressor activity"
"199","GO:0005104",0.0380854224139497,0.0327448398282615,0.0495887743158166,"fibroblast growth factor receptor binding","GO:0005104 fibroblast growth factor receptor binding"
"200","GO:0005537",0.0386643591907303,0.016877373240676,NA,"mannose binding","GO:0005537 mannose binding"
"201","GO:0035198",0.0387239472121527,0.00155342241995719,0.00150224793953365,"miRNA binding","GO:0035198 miRNA binding"
"202","GO:0008146",0.0388195351067376,0.0133986002577766,0.0125667773860682,"sulfotransferase activity","GO:0008146 sulfotransferase activity"
"203","GO:0035375",0.0392864158068434,0.0424557301881407,0.0369238472744037,"zymogen binding","GO:0035375 zymogen binding"
"204","GO:0070063",0.0393381649523695,0.0165956822810309,NA,"RNA polymerase binding","GO:0070063 RNA polymerase binding"
"205","GO:0047372",0.039934795332606,0.00222202931971706,NA,"acylglycerol lipase activity","GO:0047372 acylglycerol lipase activity"
"206","GO:0002020",0.0408529651697253,0.00165568423056042,NA,"protease binding","GO:0002020 protease binding"
"207","GO:0005546",0.0415455759895579,0.00382277136296599,NA,"phosphatidylinositol-4,5-bisphosphate binding","GO:0005546 phosphatidylinositol-4,5-bisphosphate binding"
"208","GO:0016407",0.0420439813148495,0.0287767063414601,NA,"acetyltransferase activity","GO:0016407 acetyltransferase activity"
"209","GO:0003697",0.0429437805605391,0.00132060619494502,NA,"single-stranded DNA binding","GO:0003697 single-stranded DNA binding"
"210","GO:0070840",0.0431323748891645,NA,NA,"dynein complex binding","GO:0070840 dynein complex binding"
"211","GO:0016787",0.0433302557701919,0.00842035590996676,NA,"hydrolase activity","GO:0016787 hydrolase activity"
"212","GO:0008307",0.0437137399959623,0.00280059555905085,NA,"structural constituent of muscle","GO:0008307 structural constituent of muscle"
