WGBS_1	WGBS_2	WGBS_3	MBDBS_1	MBDBS_2	MBDBS_3	RRBS_1	RRBS_2	RRBS_3
2374.4562.4564	12.3737373737374	7.85340314136126	10.1063829787234	36.1623616236162	53.4031413612565	37.1428571428571	7.76699029126214	8.06451612903226	10.9230769230769
2374.4565.4567	20.1995012468828	15.0259067357513	25	49.1039426523297	70.843989769821	56.3218390804598	14.7222222222222	12.8342245989305	18.140243902439
2374.4567.4569	20.3517587939699	13.9473684210526	24.6031746031746	48.7179487179487	69.8453608247423	56.8047337278106	14.6814404432133	12.0879120879121	16.3297045101089
2374.4573.4575	8.33333333333333	4.27927927927928	6.16438356164384	24.9190938511327	38.8235294117647	26.6666666666667	5.85774058577406	11.1702127659574	11.0438729198185
2374.4585.4587	12.5813449023861	7.17592592592593	16.7053364269142	29.2763157894737	35.8910891089109	32.972972972973	19.2554557124519	18.4873949579832	17.4267100977199
2374.4592.4594	3.68763557483731	4.94117647058824	6.29370629370629	17.2757475083056	21.5736040609137	16.5775401069519	10.7033639143731	5.78512396694215	2.62008733624454
2374.4608.4610	12.5	8.12807881773399	16.3814180929095	40.1433691756272	37.5	41.1764705882353	27.217125382263	19.8347107438017	17.3913043478261
2374.4613.4615	14.218009478673	9.16030534351145	15.5940594059406	39.1941391941392	40.8163265306122	43.6363636363636	26.6871165644172	21.4876033057851	16.1572052401747
2374.4877.4879	20.7920792079208	18.4210526315789	23.7864077669903	68.8524590163934	67.032967032967	68.2539682539683	19.9325747998314	15.4038301415487	18.4692998646487
2374.4879.4881	13.3971291866029	12.5827814569536	14.218009478673	51.5625	53.475935828877	50.381679389313	11.7622318799944	9.70604547975596	11.6510826771654
2374.4884.4886	9.85915492957746	9.86842105263158	9.38967136150235	26.4423076923077	31.7708333333333	26.4705882352941	6.2359865470852	5.04434589800443	6.50756550621233
2374.4887.4889	11.304347826087	10.8974358974359	18.5185185185185	34.4036697247706	36.7647058823529	31.6546762589928	8.30294530154278	5.46160243970058	7.42336575156962
2374.4898.4900	8.48056537102473	3.10880829015544	7.59075907590759	17.4242424242424	22.2222222222222	17.9775280898876	5.51346801346801	3.74168514412417	5.73992133726647
2374.4902.4904	14.873417721519	12.6168224299065	17.8674351585014	27.7591973244147	31.5068493150685	23.469387755102	7.01163932127331	4.49126698087053	6.9364161849711
2374.4905.4907	15.527950310559	14.1552511415525	18.1303116147309	43.7299035369775	52.5423728813559	50.5	17.6437587657784	11.9700748129676	15.5558288243974
2374.4912.4914	18.429003021148	12.962962962963	20.0564971751412	46.0567823343849	58.3333333333333	50.9615384615385	15.9747545582048	11.4990302022721	16.1603738777518
2374.4916.4918	10.5263157894737	11.5740740740741	9.03954802259887	39.2405063291139	40.0630914826498	38.755980861244	8.47124824684432	6.14958448753463	9.05627918407471
2374.4921.4923	8.35734870317003	5.99078341013825	6.8241469816273	30.1408450704225	33.4285714285714	34.9344978165939	5.43005472148169	3.91123439667129	5.98500675924788
2374.4927.4929	9.65909090909091	9.43396226415094	6.18556701030928	30.835734870317	44.6280991735537	27.4261603375527	7.51890426594379	4.09720259960441	8.37981744421907
2374.4930.4932	8.40336134453782	5.85585585585586	6.35696821515892	21.9718309859155	34.8773841961853	20.6611570247934	4.66095746174365	2.41599555678978	6.37720488466757
2374.4943.4945	18.8271604938272	14.0776699029126	11.8483412322275	47.6744186046512	52.8767123287671	41.7004048582996	11.1921458625526	7.26164079822616	12.6582278481013
2374.4946.4948	11.9601328903654	13.6585365853659	10.6481481481481	52.2099447513812	37.9194630872483	42.9718875502008	10.7653490328007	6.18070953436807	10.4694092827004
2374.4958.4960	7.75862068965517	3.92156862745098	5.29661016949153	18.7845303867403	31.6708229426434	15.3543307086614	2.60540691973666	1.74708818635607	5.20884520884521
2374.4965.4967	25.8855585831063	15.7205240174672	14.9590163934426	56.019656019656	69.2671394799054	52.3809523809524	13.0609097918273	12.8712871287129	19.1716218987082
2374.4971.4973	7.25552050473186	3.57142857142857	3.6281179138322	19.8391420911528	34.8837209302326	18.2879377431907	3.35639629029884	5.0682261208577	8.63910822108686
2374.4978.4980	12.3745819397993	5.49450549450549	4.17633410672854	35.2112676056338	45.2574525745257	23.046875	3.9570461900559	5.0974025974026	11.7660710141564
2374.4981.4983	11.5131578947368	4.83870967741935	4.58715596330275	29.9450549450549	41.1616161616162	17.4074074074074	3.46199175014732	4.64436505358883	10.3416221240995
2374.4984.4986	15.1202749140893	6.87830687830688	5.34883720930233	41.7789757412399	49.2227979274611	31.1355311355311	5.5743990561864	7.90500975927131	13.9334729006746
2374.4986.4988	14.1414141414141	6.95187165775401	3.92609699769053	41.6216216216216	49.3573264781491	31.4079422382671	4.88810365135453	7.92465086066905	13.9308103087996
2374.4988.4990	10	1.55440414507772	4.32801822323462	14.1711229946524	43.3583959899749	27.4368231046931	2.7671474830733	1.39701104613385	10.6827682303762
2374.4990.4992	8.94039735099338	4.12371134020619	2.46636771300448	30.4582210242588	48.0916030534351	29.3286219081272	2.91347851677457	3.86363636363636	9.9023709902371
2374.5003.5005	13.8075313807531	7.33333333333333	7.97101449275362	44.6308724832215	54.6583850931677	35.3909465020576	5.32587906429307	5.79238529124634	12.003714882749
2374.5007.5009	16	8.9041095890411	9.92555831265509	53.2374100719424	55.9485530546624	40	9.46423314689432	7.3123171920702	15.1740139211137
2374.5010.5012	11.0132158590308	4.82758620689655	5.8968058968059	26.241134751773	50.7987220447284	38.8429752066116	6.1065332548558	3.37662337662338	11.2349117920149
2374.5015.5017	19.9134199134199	15.2777777777778	9.60591133004926	62.3188405797101	68.4210526315789	45.6066945606695	9.7341211225997	10.2372440688983	18.8446307943163
2374.5031.5033	18.4466019417476	10.958904109589	12.0689655172414	61.1111111111111	64.2405063291139	44.017094017094	11.480718280836	11.0100682039623	16.0585637927028
2374.5034.5036	40.5940594059406	26.3888888888889	24.5	85.3046594982079	87.1794871794872	67.9324894514768	34.4211182706298	21.7278337122442	32.6551117809596
2374.5038.5040	28.5714285714286	17.5182481751825	18.0203045685279	72.5274725274725	74.7474747474748	58.974358974359	51.1502029769959	61.4310645724258	63.7305699481865
2374.5055.5057	17.910447761194	7.75862068965517	9.0032154340836	52.0547945205479	49.3273542600897	45.9016393442623	25.3052917232022	29.3706293706294	31.028522039758
2374.5059.5061	38.4	31.8181818181818	38.1578947368421	89.7560975609756	90.9952606635071	77.9761904761905	74.8811948404616	73.7762237762238	74.263431542461
2374.5066.5068	26.5625	18.1818181818182	17.2881355932203	77.1428571428571	77.6744186046512	59.8837209302326	41.4237288135593	50.8741258741259	52.4179620034542
2374.5071.5073	31.7073170731707	17.1171171171171	19.2307692307692	79.5	82.2966507177033	60.8433734939759	46.3364993215739	48.951048951049	57.426597582038
2374.6558.6560	29.4117647058824	20.9549071618037	26.25	31.390134529148	51.7543859649123	48.8188976377953	19.8849104859335	10.3252647503782	20.7069219440353
2374.6574.6576	34.3373493975904	26.5135699373695	33.8662790697674	36.3970588235294	61.1721611721612	52.1739130434783	28.8979068774028	18.3023872679045	30.5785123966942
2374.6595.6597	10.467706013363	7.58620689655172	9.67238689547582	15.1020408163265	25.8196721311475	22.5352112676056	8.72812633376014	4.61771385314156	7.6423723812334
2374.6603.6605	12.5290023201856	6.42857142857143	10.8196721311475	17.8723404255319	29.5833333333333	26.8115942028986	8.17328211694409	4.12878787878788	7.89473684210526
2374.6607.6609	12.0283018867925	8.63309352517986	10.2006688963211	23.9316239316239	31.0924369747899	20.5882352941176	9.65678959710083	5.4903445664521	9.79289940828402
2374.6613.6615	13.7019230769231	6.79611650485437	9.64467005076142	15.0862068965517	26.7241379310345	17.910447761194	9.74413646055437	4.20454545454545	9.6182302456348
2374.6632.6634	7.69230769230769	6.23145400593472	12.3732251521298	13	22.2222222222222	27.1028037383178	8.53606487409304	4.6229632436529	8.06164789567279
2374.6889.6891	22.3350253807107	13.8418079096045	19.5945945945946	41.6216216216216	57.487922705314	44.1176470588235	14.4336020364871	8.34224598930481	14.1833810888252
2374.33315.33317	30.2702702702703	22.5	16.2962962962963	26.4550264550265	31.4516129032258	21.8181818181818	8.97949563987745	9.46755994358251	11.6664365594367
2374.33325.33327	18.1578947368421	15.4185022026432	8.71985157699443	18.716577540107	15.702479338843	11.9266055045872	4.64696734059098	6.08017545997319	8.91333632689717
2374.33336.33338	18.2561307901907	9.56719817767654	8.33333333333333	15.606936416185	19.6581196581197	6.60377358490566	4.1435948485037	6.5050554269704	8.83431908362656
2374.33341.33343	10.0271002710027	4.77272727272727	3.32681017612524	9.30232558139535	6.95652173913043	3.77358490566038	1.35656502800249	1.86494392979035	4.46956651942802
